Recency,Frequency,Monetary,R,F,M
507,1,12.49,1,1,1
507,1,9.77,1,1,1
507,1,24.99,1,1,2
99,3,93.36,4,3,3
462,2,36.08,3,3,2
311,4,131.69,3,4,4
507,1,28.68,1,1,2
30,10,339.58,4,4,4
265,3,38.02,3,3,2
507,1,49.31,1,1,3
507,1,27.94,1,1,2
507,1,44.09,1,1,3
507,1,11.77,1,1,1
507,1,28.73,1,1,2
169,5,87.79,4,4,3
202,3,81.74,4,3,3
507,1,26.99,1,1,2
507,1,28.74,1,1,2
475,2,96.67,2,3,3
507,1,24.99,1,1,2
492,2,27.74,2,3,2
496,1,3.99,2,1,1
507,1,20.99,1,1,2
14,6,102.26,4,4,3
507,1,11.97,1,1,1
502,1,9.77,2,1,1
507,1,14.99,1,1,1
507,1,14.37,1,1,1
507,1,28.67,1,1,2
507,1,59.31,1,1,3
9,8,251.6,4,4,4
507,1,33.44,1,1,2
507,1,26.99,1,1,2
507,1,14.9,1,1,1
507,1,15.36,1,1,1
507,1,47.72,1,1,3
507,1,33.76,1,1,2
507,1,4.79,1,1,1
459,2,76.61,3,3,3
163,2,57.72,4,3,3
465,2,43.11,3,3,2
74,4,136.2,4,4,4
507,1,14.79,1,1,1
330,2,72.86,3,3,3
49,5,132.82,4,4,4
507,1,23.74,1,1,2
330,2,68.64,3,3,3
424,2,107.0,3,3,4
258,2,59.26,3,3,3
507,1,14.37,1,1,1
137,2,52.96,4,3,3
221,7,306.5,3,4,4
507,1,10.97,1,1,1
507,1,12.49,1,1,1
68,4,89.18,4,4,3
22,19,1235.99,4,4,4
507,1,12.97,1,1,1
489,4,286.48,2,4,4
507,1,43.49,1,1,2
507,1,15.96,1,1,1
507,1,59.65,1,1,3
507,1,44.96,1,1,3
366,2,68.31,3,3,3
507,1,41.3,1,1,2
205,2,45.62,4,3,3
184,4,84.29,4,4,3
507,1,26.73,1,1,2
507,1,15.36,1,1,1
507,1,57.18,1,1,3
507,1,41.77,1,1,2
507,1,51.47,1,1,3
62,6,476.01,4,4,4
185,7,186.65,4,4,4
378,4,187.63,3,4,4
507,1,17.99,1,1,1
507,1,121.92,1,1,4
507,1,36.99,1,1,2
507,1,52.52,1,1,3
507,1,22.54,1,1,2
434,3,192.41,3,3,4
507,1,13.97,1,1,1
507,1,11.77,1,1,1
507,1,45.68,1,1,3
507,1,28.93,1,1,2
507,1,7.78,1,1,1
490,3,100.57,2,3,3
251,2,35.44,3,3,2
192,2,124.78,4,3,4
507,1,28.13,1,1,2
1,6,78.9,4,4,3
507,1,33.92,1,1,2
206,5,151.23,4,4,4
20,4,119.98,4,4,4
500,2,29.58,2,3,2
507,1,31.89,1,1,2
507,1,22.7,1,1,2
35,24,369.99,4,4,4
507,1,15.36,1,1,1
478,4,47.46,2,4,3
507,1,16.7,1,1,1
507,1,55.84,1,1,3
507,1,10.77,1,1,1
487,2,39.31,2,3,2
507,1,45.88,1,1,3
502,2,24.46,2,3,2
507,1,43.99,1,1,3
507,1,12.97,1,1,1
115,6,186.76,4,4,4
507,1,37.51,1,1,2
507,1,28.76,1,1,2
507,1,15.36,1,1,1
507,1,14.37,1,1,1
321,3,71.65,3,3,3
99,2,30.48,4,3,2
507,1,10.99,1,1,1
289,3,44.11,3,3,3
507,1,16.3,1,1,1
507,1,37.99,1,1,2
507,1,11.77,1,1,1
65,2,57.7,4,3,3
66,11,415.03,4,4,4
276,3,88.16,3,3,3
106,7,113.03,4,4,4
507,1,40.3,1,1,2
507,1,13.49,1,1,1
507,1,77.03,1,1,3
3,6,85.44,4,4,3
493,2,27.85,2,3,2
61,4,64.24,4,4,3
507,1,23.97,1,1,2
400,2,80.27,3,3,3
507,1,13.97,1,1,1
507,1,28.75,1,1,2
477,2,31.92,2,3,2
507,1,25.0,1,1,2
507,1,153.16,1,1,4
507,1,14.99,1,1,1
507,1,16.7,1,1,1
507,1,25.74,1,1,2
507,1,15.76,1,1,1
507,1,22.99,1,1,2
484,4,46.08,2,4,3
507,1,15.96,1,1,1
507,1,28.36,1,1,2
312,2,38.76,3,3,2
15,3,85.6,4,3,3
507,1,29.33,1,1,2
123,2,24.76,4,3,2
507,1,12.97,1,1,1
2,6,131.76,4,4,4
489,2,37.26,2,3,2
37,10,224.12,4,4,4
507,1,84.01,1,1,3
507,1,27.76,1,1,2
507,1,46.98,1,1,3
507,1,37.51,1,1,2
336,5,255.33,3,4,4
87,2,43.38,4,3,2
507,1,23.99,1,1,2
507,1,21.37,1,1,2
85,3,45.02,4,3,3
121,2,26.96,4,3,2
95,7,157.83,4,4,4
175,3,33.33,4,3,2
87,5,147.97,4,4,4
12,4,90.95,4,4,3
507,1,13.97,1,1,1
507,1,16.36,1,1,1
507,1,57.73,1,1,3
380,4,57.27,3,4,3
165,2,26.54,4,3,2
32,7,484.03,4,4,4
507,1,15.96,1,1,1
102,6,145.85,4,4,4
101,10,588.17,4,4,4
221,1,12.99,3,1,1
490,2,69.92,2,3,3
507,1,38.99,1,1,2
507,1,49.88,1,1,3
206,5,122.86,4,4,4
507,1,30.92,1,1,2
507,1,14.37,1,1,1
186,2,40.95,4,3,2
14,3,78.47,4,3,3
507,1,135.68,1,1,4
507,1,14.96,1,1,1
447,3,87.1,3,3,3
26,3,78.72,4,3,3
255,2,57.47,3,3,3
83,4,64.1,4,4,3
507,1,11.97,1,1,1
258,3,154.75,3,3,4
452,2,59.92,3,3,3
507,1,29.58,1,1,2
507,1,11.77,1,1,1
507,1,17.9,1,1,1
507,1,13.97,1,1,1
507,1,38.1,1,1,2
58,2,141.09,4,3,4
505,1,70.07,2,1,3
507,1,99.99,1,1,3
482,1,15.76,2,1,1
355,4,80.03,3,4,3
507,1,19.99,1,1,2
507,1,59.97,1,1,3
507,1,8.77,1,1,1
169,7,467.69,4,4,4
388,5,248.69,3,4,4
161,4,75.85,4,4,3
107,5,167.48,4,4,4
507,1,29.99,1,1,2
172,2,24.95,4,3,2
507,1,20.99,1,1,2
507,1,12.97,1,1,1
158,8,226.6,4,4,4
111,10,174.73,4,4,4
334,3,154.26,3,3,4
507,1,24.99,1,1,2
507,1,14.37,1,1,1
506,1,44.73,1,1,3
506,1,35.26,1,1,2
227,3,51.24,3,3,3
506,1,31.31,1,1,2
506,1,9.77,1,1,1
506,1,54.66,1,1,3
157,2,34.36,4,3,2
506,1,12.49,1,1,1
506,1,11.77,1,1,1
506,1,24.55,1,1,2
506,1,30.99,1,1,2
35,19,422.4,4,4,4
273,2,32.26,3,3,2
467,1,10.99,3,1,1
265,6,460.14,3,4,4
506,1,11.77,1,1,1
502,1,83.77,2,1,3
506,1,11.77,1,1,1
506,1,24.74,1,1,2
9,9,231.8,4,4,4
115,2,34.95,4,3,2
404,5,89.78,3,4,3
506,1,25.54,1,1,2
506,1,29.0,1,1,2
10,5,219.29,4,4,4
58,13,309.77,4,4,4
359,2,31.35,3,3,2
339,5,112.74,3,4,4
506,1,9.99,1,1,1
506,1,11.77,1,1,1
506,1,13.97,1,1,1
506,1,5.78,1,1,1
499,2,96.47,2,3,3
506,1,45.1,1,1,3
3,29,1966.71,4,4,4
97,4,58.45,4,4,3
15,10,213.55,4,4,4
506,1,71.62,1,1,3
506,1,17.76,1,1,1
502,2,176.01,2,3,4
72,3,247.08,4,3,4
498,2,121.97,2,3,4
506,1,28.79,1,1,2
506,1,22.94,1,1,2
506,1,50.88,1,1,3
506,1,142.38,1,1,4
506,1,12.49,1,1,1
506,1,48.52,1,1,3
506,1,35.99,1,1,2
506,1,9.77,1,1,1
462,1,50.3,3,1,3
506,1,21.95,1,1,2
506,1,43.3,1,1,2
341,3,122.73,3,3,4
506,1,26.94,1,1,2
506,1,37.51,1,1,2
107,6,512.75,4,4,4
506,1,44.7,1,1,3
506,1,80.5,1,1,3
506,1,31.32,1,1,2
506,1,29.92,1,1,2
506,1,14.37,1,1,1
15,5,267.77,4,4,4
506,1,13.7,1,1,1
506,1,5.78,1,1,1
506,1,14.96,1,1,1
506,1,32.92,1,1,2
506,1,18.76,1,1,1
450,4,152.09,3,4,4
506,1,9.97,1,1,1
506,1,27.94,1,1,2
479,2,77.93,2,3,3
506,1,62.81,1,1,3
399,2,51.32,3,3,3
261,2,295.92,3,3,4
506,1,20.99,1,1,2
506,1,29.93,1,1,2
506,1,19.99,1,1,2
506,1,13.97,1,1,1
134,7,226.34,4,4,4
501,2,83.61,2,3,3
304,6,142.84,3,4,4
40,4,191.33,4,4,4
199,10,225.92,4,4,4
488,2,28.93,2,3,2
475,1,23.27,2,1,2
42,11,551.46,4,4,4
506,1,67.07,1,1,3
506,1,22.99,1,1,2
506,1,15.36,1,1,1
5,3,39.03,4,3,2
37,2,91.91,4,3,3
506,1,34.31,1,1,2
465,1,112.2,3,1,4
424,4,177.36,3,4,4
506,1,118.58,1,1,4
103,2,165.93,4,3,4
16,5,122.59,4,4,4
465,2,31.76,3,3,2
286,5,141.78,3,4,4
506,1,38.1,1,1,2
61,9,176.82,4,4,4
506,1,43.3,1,1,2
506,1,35.51,1,1,2
18,3,74.98,4,3,3
233,5,306.57,3,4,4
228,7,189.13,3,4,4
506,1,71.35,1,1,3
506,1,127.55,1,1,4
19,5,256.21,4,4,4
249,2,36.95,3,3,2
10,2,22.26,4,3,2
506,1,14.96,1,1,1
506,1,14.37,1,1,1
369,4,128.47,3,4,4
57,9,185.28,4,4,4
2,12,276.14,4,4,4
506,1,70.23,1,1,3
506,1,13.77,1,1,1
506,1,59.31,1,1,3
20,2,61.97,4,3,3
506,1,60.75,1,1,3
506,1,48.91,1,1,3
478,1,13.97,2,1,1
59,9,246.98,4,4,4
506,1,61.47,1,1,3
506,1,14.99,1,1,1
467,1,146.34,3,1,4
106,7,146.11,4,4,4
291,5,91.68,3,4,3
17,2,103.45,4,3,3
495,2,57.94,2,3,3
505,1,28.74,2,1,2
506,1,136.77,1,1,4
498,1,50.1,2,1,3
114,7,129.8,4,4,4
80,4,236.41,4,4,4
506,1,35.8,1,1,2
172,7,379.25,4,4,4
211,3,76.27,3,3,3
338,2,99.96,3,3,3
506,1,35.51,1,1,2
506,1,9.97,1,1,1
124,4,63.82,4,4,3
25,4,161.79,4,4,4
55,4,68.94,4,4,3
506,1,28.99,1,1,2
506,1,27.99,1,1,2
140,4,192.56,4,4,4
73,12,286.9,4,4,4
477,3,49.73,2,3,3
506,1,56.98,1,1,3
506,1,18.99,1,1,1
3,11,468.12,4,4,4
506,1,13.97,1,1,1
186,3,102.9,4,3,3
16,8,233.17,4,4,4
506,1,12.97,1,1,1
433,3,93.7,3,3,3
478,2,86.88,2,3,3
506,1,42.74,1,1,2
506,1,41.74,1,1,2
506,1,28.97,1,1,2
414,3,87.44,3,3,3
506,1,42.9,1,1,2
268,9,573.29,3,4,4
506,1,27.73,1,1,2
237,2,44.12,3,3,3
506,1,30.32,1,1,2
506,1,26.99,1,1,2
471,2,84.23,3,3,3
17,4,176.93,4,4,4
506,1,136.74,1,1,4
506,1,15.36,1,1,1
506,1,14.37,1,1,1
506,1,17.7,1,1,1
167,6,327.32,4,4,4
223,4,235.99,3,4,4
505,2,162.65,2,3,4
500,2,122.07,2,3,4
506,1,30.35,1,1,2
506,1,57.59,1,1,3
409,3,50.74,3,3,3
506,1,24.99,1,1,2
491,1,78.41,2,1,3
506,1,164.38,1,1,4
506,1,13.97,1,1,1
25,7,424.49,4,4,4
506,1,25.74,1,1,2
506,1,120.94,1,1,4
506,1,38.99,1,1,2
387,2,28.74,3,3,2
506,1,30.72,1,1,2
506,1,47.73,1,1,3
506,1,11.77,1,1,1
144,25,657.96,4,4,4
506,1,9.77,1,1,1
506,1,18.76,1,1,1
44,14,404.96,4,4,4
414,4,97.39,3,4,3
506,1,16.7,1,1,1
23,18,386.96,4,4,4
19,3,142.21,4,3,4
506,1,12.98,1,1,1
506,1,13.97,1,1,1
506,1,17.96,1,1,1
406,3,57.66,3,3,3
506,1,14.98,1,1,1
32,5,103.32,4,4,3
66,2,28.19,4,3,2
505,1,13.97,2,1,1
506,1,25.74,1,1,2
497,2,48.48,2,3,3
489,2,61.25,2,3,3
506,1,35.77,1,1,2
331,2,85.37,3,3,3
506,1,13.97,1,1,1
506,1,14.37,1,1,1
103,4,68.29,4,4,3
506,1,15.56,1,1,1
97,4,87.26,4,4,3
506,1,112.17,1,1,4
251,2,84.13,3,3,3
506,1,14.37,1,1,1
506,1,14.37,1,1,1
206,8,409.88,4,4,4
505,1,69.47,2,1,3
506,1,12.0,1,1,1
256,5,205.38,3,4,4
59,4,184.79,4,4,4
161,5,94.71,4,4,3
505,1,16.7,2,1,1
506,1,86.6,1,1,3
306,2,136.9,3,3,4
506,1,29.98,1,1,2
506,1,15.7,1,1,1
108,3,82.8,4,3,3
506,1,20.31,1,1,2
243,8,339.24,3,4,4
176,5,249.58,4,4,4
506,1,15.36,1,1,1
62,11,656.54,4,4,4
506,1,20.37,1,1,2
506,1,13.76,1,1,1
442,2,34.54,3,3,2
237,5,71.77,3,4,3
490,1,14.37,2,1,1
506,1,15.36,1,1,1
506,1,59.45,1,1,3
491,1,15.36,2,1,1
198,3,80.66,4,3,3
114,3,57.11,4,3,3
416,4,191.0,3,4,4
60,9,255.01,4,4,4
506,1,27.94,1,1,2
475,1,14.37,2,1,1
506,1,28.13,1,1,2
506,1,12.49,1,1,1
506,1,31.54,1,1,2
27,3,95.41,4,3,3
506,1,13.99,1,1,1
97,5,113.4,4,4,4
162,2,60.32,4,3,3
409,7,190.24,3,4,4
502,1,14.96,2,1,1
506,1,9.98,1,1,1
30,3,149.05,4,3,4
506,1,14.99,1,1,1
312,3,124.83,3,3,4
506,1,14.79,1,1,1
470,2,52.68,3,3,3
46,3,42.95,4,3,2
167,3,71.6,4,3,3
373,2,20.74,3,3,2
373,2,63.7,3,3,3
128,3,166.33,4,3,4
387,2,13.56,3,3,1
505,1,21.37,2,1,2
162,5,139.07,4,4,4
506,1,20.99,1,1,2
506,1,22.96,1,1,2
253,5,79.59,3,4,3
506,1,12.77,1,1,1
506,1,39.11,1,1,2
331,8,309.87,3,4,4
506,1,19.99,1,1,2
194,4,238.66,4,4,4
37,7,226.39,4,4,4
506,1,12.77,1,1,1
506,1,50.08,1,1,3
506,1,14.79,1,1,1
33,10,252.81,4,4,4
97,3,39.82,4,3,2
332,2,26.14,3,3,2
506,1,43.68,1,1,3
483,4,118.09,2,4,4
296,5,86.74,3,4,3
505,1,21.76,2,1,2
404,6,167.64,3,4,4
505,1,38.77,2,1,2
506,1,26.74,1,1,2
495,2,31.76,2,3,2
490,2,34.74,2,3,2
65,6,130.93,4,4,4
290,7,101.45,3,4,3
506,1,13.97,1,1,1
5,5,74.91,4,4,3
77,4,72.7,4,4,3
506,1,28.76,1,1,2
255,3,44.47,3,3,3
506,1,11.77,1,1,1
199,3,37.23,4,3,2
252,3,123.57,3,3,4
505,1,30.32,2,1,2
505,1,41.9,2,1,2
196,4,202.84,4,4,4
505,1,12.97,2,1,1
505,1,27.73,2,1,2
505,1,6.79,2,1,1
482,2,234.73,2,3,4
505,1,39.94,2,1,2
505,1,13.97,2,1,1
59,3,211.43,4,3,4
170,7,143.01,4,4,4
505,1,23.99,2,1,2
505,1,14.96,2,1,1
505,1,69.99,2,1,3
505,1,29.33,2,1,2
505,1,6.79,2,1,1
500,2,74.41,2,3,3
505,1,15.36,2,1,1
7,3,116.79,4,3,4
505,1,13.99,2,1,1
505,1,46.32,2,1,3
497,2,27.53,2,3,2
88,4,60.96,4,4,3
505,1,11.77,2,1,1
505,1,14.37,2,1,1
483,2,31.73,2,3,2
370,4,75.22,3,4,3
505,1,22.96,2,1,2
274,4,342.26,3,4,4
505,1,21.98,2,1,2
247,3,84.37,3,3,3
200,4,186.01,4,4,4
152,7,510.31,4,4,4
197,3,354.96,4,3,4
161,3,103.55,4,3,3
505,1,42.73,2,1,2
501,1,135.6,2,1,4
505,1,40.7,2,1,2
505,1,74.02,2,1,3
502,1,50.76,2,1,3
505,1,15.36,2,1,1
125,7,207.82,4,4,4
505,1,36.99,2,1,2
505,1,39.98,2,1,2
21,10,365.74,4,4,4
338,3,164.22,3,3,4
95,4,411.44,4,4,4
505,1,26.73,2,1,2
320,2,43.7,3,3,3
505,1,11.77,2,1,1
243,2,49.96,3,3,3
505,1,30.92,2,1,2
441,2,47.3,3,3,3
505,1,26.14,2,1,2
50,6,279.72,4,4,4
442,3,148.59,3,3,4
505,1,14.99,2,1,1
505,1,14.77,2,1,1
505,1,22.74,2,1,2
505,1,44.29,2,1,3
221,8,172.11,3,4,4
196,4,334.49,4,4,4
505,1,16.96,2,1,1
505,1,29.33,2,1,2
334,5,853.52,3,4,4
97,2,56.48,4,3,3
203,6,311.84,4,4,4
318,2,28.08,3,3,2
91,5,604.63,4,4,4
505,1,27.99,2,1,2
84,7,310.68,4,4,4
494,1,43.28,2,1,2
505,1,30.53,2,1,2
505,1,39.48,2,1,2
505,1,15.96,2,1,1
505,1,14.99,2,1,1
441,3,122.6,3,3,4
505,1,40.7,2,1,2
505,1,57.87,2,1,3
505,1,12.49,2,1,1
505,1,31.72,2,1,2
30,5,100.05,4,4,3
505,1,38.71,2,1,2
505,1,32.31,2,1,2
505,1,11.77,2,1,1
505,1,345.33,2,1,4
505,1,13.97,2,1,1
453,2,23.74,3,3,2
119,3,101.09,4,3,3
505,1,11.99,2,1,1
17,8,131.51,4,4,4
505,1,15.96,2,1,1
505,1,17.99,2,1,1
47,4,96.8,4,4,3
505,1,13.97,2,1,1
418,5,123.26,3,4,4
505,1,29.73,2,1,2
7,12,716.49,4,4,4
505,1,41.57,2,1,2
505,1,14.96,2,1,1
416,3,188.81,3,3,4
234,4,120.66,3,4,4
505,1,13.54,2,1,1
42,7,121.72,4,4,4
501,2,32.13,2,3,2
489,1,29.33,2,1,2
44,16,1625.04,4,4,4
202,3,90.28,4,3,3
505,1,16.76,2,1,1
505,1,13.97,2,1,1
46,9,755.46,4,4,4
505,1,27.45,2,1,2
505,1,14.96,2,1,1
505,1,24.99,2,1,2
12,8,211.56,4,4,4
505,1,27.94,2,1,2
26,14,900.27,4,4,4
505,1,11.77,2,1,1
288,2,72.6,3,3,3
505,1,29.33,2,1,2
501,1,58.74,2,1,3
203,2,28.94,4,3,2
505,1,27.73,2,1,2
505,1,13.97,2,1,1
87,5,77.97,4,4,3
505,1,13.97,2,1,1
255,2,42.35,3,3,2
505,1,12.77,2,1,1
505,1,21.96,2,1,2
94,7,370.26,4,4,4
272,2,129.27,3,3,4
505,1,11.77,2,1,1
489,3,108.44,2,3,4
505,1,15.96,2,1,1
505,1,13.97,2,1,1
192,2,183.57,4,3,4
505,1,35.37,2,1,2
505,1,27.3,2,1,2
500,1,16.7,2,1,1
350,2,172.4,3,3,4
505,1,27.96,2,1,2
505,1,6.77,2,1,1
48,3,147.71,4,3,4
505,1,74.65,2,1,3
114,5,378.11,4,4,4
463,2,28.34,3,3,2
505,1,11.77,2,1,1
489,2,47.98,2,3,3
505,1,21.54,2,1,2
500,1,59.84,2,1,3
372,2,36.97,3,3,2
505,1,11.77,2,1,1
505,1,36.98,2,1,2
447,5,304.71,3,4,4
57,4,184.48,4,4,4
505,1,13.97,2,1,1
505,1,56.39,2,1,3
505,1,26.98,2,1,2
40,7,52.81,4,4,3
109,17,940.48,4,4,4
505,1,14.96,2,1,1
505,1,14.99,2,1,1
405,2,31.6,3,3,2
505,1,26.99,2,1,2
113,2,124.72,4,3,4
117,3,43.34,4,3,2
505,1,16.99,2,1,1
505,1,94.99,2,1,3
505,1,19.97,2,1,1
505,1,36.76,2,1,2
505,1,17.9,2,1,1
505,1,11.77,2,1,1
211,2,47.28,3,3,3
505,1,26.73,2,1,2
112,2,26.26,4,3,2
505,1,14.99,2,1,1
505,1,29.73,2,1,2
505,1,21.75,2,1,2
490,2,45.95,2,3,3
505,1,72.23,2,1,3
319,3,246.03,3,3,4
305,6,157.84,3,4,4
124,23,944.2,4,4,4
289,2,28.35,3,3,2
505,1,31.97,2,1,2
505,1,47.08,2,1,3
505,1,12.97,2,1,1
64,9,298.68,4,4,4
505,1,19.97,2,1,1
76,8,389.91,4,4,4
410,2,14.12,3,3,1
505,1,12.49,2,1,1
505,1,13.97,2,1,1
505,1,11.77,2,1,1
25,3,31.84,4,3,2
505,1,14.96,2,1,1
217,2,77.44,3,3,3
372,2,23.95,3,3,2
505,1,4.79,2,1,1
505,1,39.99,2,1,2
71,12,219.38,4,4,4
477,2,51.9,2,3,3
505,1,42.49,2,1,2
491,4,84.25,2,4,3
505,1,12.49,2,1,1
212,3,40.23,3,3,2
505,1,86.42,2,1,3
505,1,34.99,2,1,2
109,8,425.96,4,4,4
343,2,54.16,3,3,3
505,1,22.55,2,1,2
505,1,11.77,2,1,1
505,1,84.27,2,1,3
505,1,28.79,2,1,2
152,4,273.85,4,4,4
421,4,92.67,3,4,3
20,3,83.4,4,3,3
311,3,32.24,3,3,2
505,1,28.97,2,1,2
505,1,26.14,2,1,2
505,1,14.37,1,1,1
505,1,12.49,1,1,1
109,4,234.3,4,4,4
309,3,82.78,3,3,3
465,2,40.7,3,3,2
505,1,35.31,1,1,2
505,1,11.77,1,1,1
9,3,59.62,4,3,3
205,4,165.84,4,4,4
505,1,21.54,1,1,2
410,3,121.33,3,3,4
505,1,19.99,1,1,2
498,2,43.75,2,3,3
505,1,35.95,1,1,2
505,1,38.71,1,1,2
105,3,58.24,4,3,3
505,1,10.77,1,1,1
150,3,64.42,4,3,3
234,2,103.31,3,3,3
40,12,325.8,4,4,4
14,7,153.71,4,4,4
504,1,6.79,2,1,1
27,3,75.88,4,3,3
158,12,307.44,4,4,4
505,1,7.98,1,1,1
505,1,14.37,1,1,1
505,1,21.94,1,1,2
484,1,17.9,2,1,1
505,1,14.96,1,1,1
201,3,127.33,4,3,4
494,2,49.48,2,3,3
384,3,45.06,3,3,3
505,1,15.36,1,1,1
505,1,74.97,1,1,3
505,1,24.9,1,1,2
505,1,37.71,1,1,2
505,1,23.54,1,1,2
505,1,11.77,1,1,1
504,1,12.49,2,1,1
505,1,31.12,1,1,2
505,1,3.99,1,1,1
505,1,41.82,1,1,2
505,1,29.76,1,1,2
491,2,44.9,2,3,3
504,1,60.65,2,1,3
265,2,43.31,3,3,2
505,1,15.54,1,1,1
505,1,14.99,1,1,1
505,1,18.99,1,1,1
505,1,14.99,1,1,1
505,1,23.14,1,1,2
503,1,17.3,2,1,1
330,5,77.47,3,4,3
502,1,12.77,2,1,1
504,1,22.47,2,1,2
468,4,91.39,3,4,3
505,1,11.77,1,1,1
505,1,45.98,1,1,3
504,1,9.98,2,1,1
504,1,15.36,2,1,1
51,4,766.57,4,4,4
242,2,189.89,3,3,4
196,3,49.47,4,3,3
504,1,15.36,2,1,1
135,11,467.13,4,4,4
216,2,26.47,3,3,2
504,1,17.3,2,1,1
504,1,70.25,2,1,3
504,1,19.99,2,1,2
8,5,163.04,4,4,4
475,2,197.11,2,3,4
504,1,11.77,2,1,1
169,2,42.21,4,3,2
8,12,709.63,4,4,4
455,4,104.34,3,4,3
504,1,16.7,2,1,1
504,1,50.5,2,1,3
504,1,13.97,2,1,1
468,2,49.33,3,3,3
81,8,222.0,4,4,4
14,6,787.6,4,4,4
94,5,525.19,4,4,4
504,1,117.72,2,1,4
504,1,18.99,2,1,1
504,1,14.96,2,1,1
19,3,125.92,4,3,4
18,2,74.62,4,3,3
378,7,231.86,3,4,4
233,2,58.96,3,3,3
504,1,33.55,2,1,2
504,1,6.79,2,1,1
504,1,14.96,2,1,1
36,5,501.52,4,4,4
504,1,42.71,2,1,2
504,1,33.31,2,1,2
504,1,125.88,2,1,4
504,1,33.0,2,1,2
107,5,202.61,4,4,4
504,1,11.77,2,1,1
92,8,641.75,4,4,4
99,4,257.47,4,4,4
504,1,83.42,2,1,3
370,2,38.5,3,3,2
504,1,15.36,2,1,1
504,1,43.3,2,1,2
504,1,63.24,2,1,3
143,5,189.78,4,4,4
504,1,44.29,2,1,3
394,3,172.87,3,3,4
504,1,25.93,2,1,2
504,1,38.33,2,1,2
104,9,615.13,4,4,4
444,2,133.89,3,3,4
0,7,484.49,4,4,4
216,3,207.31,3,3,4
504,1,72.23,2,1,3
504,1,18.99,2,1,1
18,22,2008.91,4,4,4
494,2,36.51,2,3,2
96,5,82.44,4,4,3
504,1,32.77,2,1,2
504,1,15.36,2,1,1
104,11,959.21,4,4,4
504,1,10.77,2,1,1
504,1,16.7,2,1,1
25,20,740.87,4,4,4
504,1,29.73,2,1,2
61,3,56.46,4,3,3
76,4,209.37,4,4,4
201,3,328.34,4,3,4
130,4,154.65,4,4,4
78,6,168.03,4,4,4
504,1,90.46,2,2,3
432,2,33.72,3,3,2
11,6,178.76,4,4,4
41,8,195.55,4,4,4
36,7,148.13,4,4,4
504,1,12.97,2,2,1
503,1,154.5,2,2,4
504,1,104.52,2,2,3
504,1,14.37,2,2,1
8,8,305.07,4,4,4
504,1,17.36,2,2,1
139,2,18.26,4,3,1
145,3,77.83,4,3,3
504,1,35.93,2,2,2
504,1,31.76,2,2,2
458,2,85.8,3,3,3
244,3,68.41,3,3,3
504,1,46.08,2,2,3
504,1,15.36,2,2,1
504,1,26.53,2,2,2
3,2,109.78,4,3,4
223,3,41.12,3,3,2
59,4,53.29,4,4,3
498,2,113.36,2,3,4
287,5,113.87,3,4,4
16,4,248.68,4,4,4
504,1,129.89,2,2,4
504,1,28.74,2,2,2
504,1,42.69,2,2,2
143,2,31.23,4,3,2
500,1,29.33,2,2,2
504,1,19.54,2,2,1
500,2,27.74,2,3,2
6,6,131.19,4,4,4
477,1,70.03,2,2,3
11,8,177.66,4,4,4
504,1,11.99,2,2,1
260,3,245.64,3,3,4
19,10,537.66,4,4,4
421,2,139.68,3,3,4
29,11,263.49,4,4,4
504,1,41.48,2,2,2
504,1,19.99,2,2,2
337,2,38.91,3,3,2
504,1,15.96,2,2,1
504,1,29.36,2,2,2
211,3,48.53,3,3,3
504,1,14.37,2,2,1
403,2,50.24,3,3,3
475,2,138.13,2,3,4
64,7,433.74,4,4,4
504,1,5.78,2,2,1
91,4,263.91,4,4,4
504,1,36.48,2,2,2
504,1,14.37,2,2,1
244,6,175.97,3,4,4
504,1,19.99,2,2,2
504,1,12.49,2,2,1
504,1,85.8,2,2,3
504,1,16.7,2,2,1
504,1,14.99,2,2,1
477,2,71.61,2,3,3
504,1,57.86,2,2,3
504,1,204.71,2,2,4
468,3,59.11,3,3,3
504,1,106.43,2,2,3
371,2,109.98,3,3,4
174,5,151.6,4,4,4
503,1,11.78,2,2,1
48,9,486.04,4,4,4
16,7,243.96,4,4,4
103,4,174.7,4,4,4
504,1,26.73,2,2,2
504,1,35.51,2,2,2
504,1,12.77,2,2,1
34,3,59.97,4,3,3
19,9,364.25,4,4,4
504,1,11.77,2,2,1
394,2,291.7,3,3,4
504,1,33.94,2,2,2
504,1,15.36,2,2,1
504,1,14.37,2,2,1
363,2,127.46,3,3,4
216,2,16.26,3,3,1
504,1,4.98,2,2,1
3,2,42.76,4,3,2
504,1,9.77,2,2,1
504,1,25.54,2,2,2
338,3,201.09,3,3,4
504,1,10.77,2,2,1
22,14,208.32,4,4,4
504,1,53.59,2,2,3
504,1,15.96,2,2,1
104,3,104.52,4,3,3
24,23,1576.25,4,4,4
12,7,152.92,4,4,4
93,8,465.39,4,4,4
504,1,6.79,2,2,1
495,2,105.95,2,3,3
206,2,85.96,4,3,3
349,10,417.19,3,4,4
104,7,219.07,4,4,4
504,1,26.73,2,2,2
258,2,77.11,3,3,3
504,1,14.79,2,2,1
498,1,7.98,2,2,1
504,1,31.72,2,2,2
250,2,26.96,3,3,2
504,1,165.42,2,2,4
309,3,58.89,3,3,3
88,7,90.38,4,4,3
504,1,14.96,2,2,1
504,1,13.97,2,2,1
504,1,28.74,2,2,2
